tweet_id,text,text_clean,word_count,gold_intent,gold_escalation,gold_reason,annotator_notes
446780,"@116875 oigan como que alguien por ahí agarró mi envío de servilleta, que onda? https://t.co/BWyi2YaWE6","oigan como que alguien por ahí agarró mi envío de servilleta, que onda?",13,DELIVERY_FAILURE,ESCALATE,Customer suggests their shipment may have been taken or misappropriated.,
2913233,"Hey @120533 , c'est normal que mes commandes amazon prime expédiées via @77516, n'arrivent jamais ?","Hey , c'est normal que mes commandes amazon prime expédiées via , n'arrivent jamais ?",15,DELIVERY_DELAY,ESCALATE,Prime orders repeatedly fail to arrive through a particular carrier.,
30026,"@AmazonHelp bom dia! Agora que o serviço do prime vídeo pode ser pago em Reais, fica a dúvida: os outros canais extras do prime também?","bom dia! Agora que o serviço do prime vídeo pode ser pago em Reais, fica a dúvida: os outros canais extras do prime também?",24,DIGITAL_CONTENT,AUTO_HANDLE,Informational question about pricing of additional Prime Video channels.,
67567,@AmazonHelp Shows as ‘on its way’ and only having left carrier depot at 9.40pm this evening. Delivery is by Amazon Logistics. App still shows the delivery date as today but when I go through the support section of the app it tells me scheduled delivery is tomorrow (30th),Shows as ‘on its way’ and only having left carrier depot at 9.40pm this evening. Delivery is by Amazon Logistics. App still shows the delivery date as today but when I go through the support section of the app it tells me scheduled delivery is tomorrow (30th),47,DELIVERY_TRACKING,ESCALATE,Conflicting tracking and delivery-date information appears between the app and support section.,
737158,@AmazonHelp I'm not able to access this link,I'm not able to access this link,7,OTHER,ESCALATE,Customer cannot access a support link and the underlying issue is unknown.,
656158,"So tell me @115830, how can my parcel be in the wrong place and the right place at the same time? I pay for prime membership and you can't even send it to the right place.","So tell me , how can my parcel be in the wrong place and the right place at the same time? I pay for prime membership and you can't even send it to the right place.",36,DELIVERY_TRACKING,ESCALATE,"Parcel appears to be in conflicting locations, indicating a tracking discrepancy.",
2137909,"@AmazonHelp Vor einer halben Stunde kam die Benachrichtigung, dass die Sendung um 1456h im Shop angekommen ist. #fail","Vor einer halben Stunde kam die Benachrichtigung, dass die Sendung um 1456h im Shop angekommen ist. #fail",17,OTHER,AUTO_HANDLE,Customer provides a shipment-status update with no explicit support problem.,
1145926,"@AmazonHelp No luckily, but who knows with the state it was them!","No luckily, but who knows with the state it was them!",11,OTHER,AUTO_HANDLE,Customer indicates that the feared delivery problem did not actually occur.,
1774583,"@AmazonHelp I just tried this, nobody called me  or helped me","I just tried this, nobody called me or helped me",10,SUPPORT_COMPLAINT,ESCALATE,Customer followed the suggested process but nobody called or provided help.,
2954320,@AmazonHelp I ordered a package. It got “rescheduled” at 1:31pm. Suppose to be here by 8pm.,I ordered a package. It got “rescheduled” at 1:31pm. Suppose to be here by 8pm.,15,DELIVERY_DELAY,ESCALATE,Package was rescheduled despite being expected by 8pm that day.,
2586299,@AmazonHelp Said they'd sent me Chronicle when available and issue a refund. This is 2nd time this month and happens frequently. No one in support has a clue how to resolve or explain the problem. Was told once to call the Chronicle. I pay Amazon so I expect you to resolve issue not me.,Said they'd sent me Chronicle when available and issue a refund. This is 2nd time this month and happens frequently. No one in support has a clue how to resolve or explain the problem. Was told once to call the Chronicle. I pay Amazon so I expect you to resolve issue not me.,53,SUPPORT_COMPLAINT,ESCALATE,"Repeated issue remains unresolved, promised refund or fulfillment has not occurred, and support cannot explain the problem.",
514639,"""arriving today by 8pm"" my ass amazon its 6 30 and ive YET to see my package","""arriving today by 8pm"" my ass amazon its 6 30 and ive YET to see my package",17,DELIVERY_DELAY,ESCALATE,Delivery was promised by 8pm but the customer is still waiting shortly before the deadline.,
