query_index,query_tweet_id,gold_intent,query_text,rank,similarity,retrieved_customer_tweet_id,retrieved_agent_tweet_id,retrieved_customer_text,retrieved_agent_response
151,1336211,DELIVERY_FAILURE,Our @126705 Postman was very angry when he knocked with this this morning @AmazonHelp ! Luckily he had 2 parcels to deliver so he guessed correctly but nearly didn't get my delivery! Is the postman supposed to guess? https://t.co/DTDJJXETFj,1,0.7090235948562622,683081,683079,"@115850 what kind of delivery guy you have sent me, he is abusing me if i tell him to drop at my home.  Who is the service you are proving me ? His name is Naveen. if i tell i will tell Amazon he is saying go and tell , i am POSTMAN#shame","@283015 That's usual, we'd like to have a closer look into this, please share your details here: https://t.co/beaaDm0muc and we'll look into it. ^SU"
152,425470,DELIVERY_TRACKING,@AmazonHelp trying to save urself by giving link of delivered order. please get the order number mentioned delivered.,1,0.7618463039398193,272670,272671,"@AmazonHelp Order ID 404-1127558-3659539. Accept it from here, I m not going to use any link as of now.","@181097 Please don't provide your order details, as we consider it to be personal information. (3/3)^AP"
153,16448,PAYMENT,@AmazonHelp こんにちは。先日Amazonギフト券チャージのやり方を教えていただいた者です。チャージが終了しアカウントに登録されたのですが、買い物でお支払い方法のコード入力とはどこに書かれてあるのですか？「次に進む」が表示されず買い物できません。どうすれば良いですか？,1,0.6563352942466736,611218,611220,@AmazonHelp ご連絡ありがとうございます。先程カスタマーサービスの方とお話しし、今回はキャンセルして再度購入し直した方が早いとのことでそのように対応しました。未発送商品の住所を強制変更は難しいかもしれませんが、ダイアログ等出して変更可否を選択可能にすれば良いと思います。,@265318 お問い合わせいただきありがとうございました。ご不明な点がございましたらいつでもご遠慮なくお問い合わせくださいね。今後ともどうぞよろしくお願いいたします。SK
154,2408721,SUPPORT_COMPLAINT,@AmazonHelp Stop assuring. 7 agents did that today!,1,0.8391690850257874,969789,969790,"@AmazonHelp after all the communication over the last 4 days, 7 agents, now you say you can't deliver!! even after it being promised! wow..brilliant!!",@350165 We've received your details. We'll have this checked and get back. ^AR
155,125302,OTHER,"@AmazonHelp Nun gut, ich probiere es mal und gehe dann auch erstmal ins Bett, danke für die Antworten erstmal 😃",1,0.7268732786178589,160422,160424,"@AmazonHelp Danke, werde ich machen 😊",@152957 Gerne und vielen Dank für deine Mühe! :) ^SI
156,596771,DELIVERY_DELAY,"@AmazonHelp Being a prime member for 3 years now,might as well just not pay for prime since I'm having to wait another 3 days for a product that should have come new. I mean what is the normal ship time without prime... 7 business days?! We aren't far off now are we?.",1,0.8427963852882385,2513422,2513421,@AmazonHelp None. So prime will take 8+ days. Not acceptable. As mentioned it’s been less than 15 minutes away for 3.5 days.,@715243 Please contact us here: https://t.co/hApLpMlfHN so an agent can look into this order for you. ^JJ
157,2602981,DELIVERY_FAILURE,@AmazonHelp I assume you outsource deliveries.it's no exaggeration when I say he waited 10 seconds.somewhere someone has had a nice freebie on my last order.luckily Amazon believed me.This one needs a signature thankfully.,1,0.7521288394927979,1307652,1307650,"@115821 @AmazonHelp just told: ""your package is delivered but has a tendency of having a wait time to be actually delivered."" Uh what?","@425571 I'm sorry about this odd phrasing and the delay! Packages scanned as delivered, usually arrive within 2 business days. ^BE"
158,583542,ORDER_PRODUCT,Bought @89677 HT1309 from @115850 now charger not working. Need Help.. https://t.co/HMlePlP5of,1,0.7593693733215332,839408,839409,@115850 I recieved a faulty charger. ORDER # 408-4012182-8973967 Can you please help,"@319709 here: https://t.co/2t6DQoUmNZ, we'll get back to you soon. Please don't provide your order details, 2/3^AP"
159,2750369,OTHER,@115850 when will you annouce winners for the OnePlus 5t quiz and the level quiz as well?,1,0.8209867477416992,2987261,2987260,"@115850 
What about the ONEPLUS 5T quiz results?",@139821 The results for the quiz will be published by the end of the day on our page. Stay tuned! ^HR
160,534070,DELIVERY_FAILURE,"@AmazonHelp Left there for up to 2 days in the rain. There's a book in that parcel. If you stopped underpaying your drivers and holding them to unfair working conditions (no payment if the customer doesn't take the parcel, causing issues like this) maybe you'd have fewer complaints.",1,0.7535629868507385,2275909,2275908,@AmazonHelp Wait till Tuesday they said but if someone has took the parcel falsely only the driver knows who took it.i got 3 upset kids who lost there money and a weekend without there items..the driver can come back simple really,@661954 The reason we ask you to wait; is the items may still appear and to avoid refunding/replacing and you then having to return the original order. Apologizes for any upset caused. Please let us know if there is no sign of it Tuesday. Thank you. ^NV
161,1510497,DELIVERY_DELAY,@AmazonHelp 3rd delivery in a couple of months that hasn't arrived. 3rd party oder arrived 2 days early!I'm bound to be due free 1yr Prime!,1,0.8182970285415649,180879,180880,@AmazonHelp @115821 @115850 2 days delayed now. 2nd time in 2 weeks. Presenting to you #prime delivery. Beats me.,@158497 please reach us via the link provided earlier and we'll reach out to you soon. (2/2) ^VM
162,663823,SUPPORT_COMPLAINT,@AmazonHelp as i wrote earlier I have done that three times.  They have as little info as you do.  Why do you call yourself help if you cant help?,1,0.7837412357330322,351669,351671,"@AmazonHelp I have done so multiple times. You always seem ""happy to help"" but nobody ever actually helps. 😶","@199651 I'm sorry you haven't been helped! When you last spoke with us, what info/options did we give regarding this order? ^KH"
163,2685195,DELIVERY_DELAY,"@AmazonHelp The point is that Wednesday delivery is not one day delivery. I can very rarely get anything delivered next day anymore - it used to be so great, but I won’t spend £80 on a three or four day service.",1,0.8137649297714233,2845504,2845503,@AmazonHelp do you know why one day delivery is showing Thursday for everything available with it?,"@669055 During this busy period, some deliveries may take slightly longer than usual. As always, please see your up-to-date delivery date at checkout, which provides our most accurate estimate of delivery date: https://t.co/SIwp5oLkDi ^AF"
164,1095958,TECHNICAL,"Ah sinon, chez vous aussi @120533 est inaccessible uniquement depuis Firefox (56) ? https://t.co/lLR82cZPmM",1,0.7470089197158813,1095208,1095207,"Hello @120533 j'peux plus me co sur votre site depuis firefox, j'ai ça a chaque fois :/ https://t.co/7lnVcqHvIt","@378445 Bonjour Nicolas, je suis désolée pour cela. Avez-vous essayé un autre navigateur? ^SM"
165,1219171,OTHER,C’est mal de laisser un calque mal synchronisé sur une pub @AmazonHelp https://t.co/zoitAPvFNZ,1,0.7475695610046387,1223061,1223060,@AmazonHelp On en parle ou pas ? https://t.co/dmm7QtfENW,"@406985 Bonjour, en quoi puis-je vous aider?^FT"
166,1338605,REFUND,@AmazonHelp sir tell me why my cash is not back to me,1,0.8712881803512573,988109,988111,@AmazonHelp Yet I do not get my cashback,"@354115 Please don't provide your order details, we consider it to be personal information. (2/2) ^JS"
167,2367914,DELIVERY_TRACKING,@AmazonHelp Just wondering where these kicks are. They were suppose to be here by now. This email confuses me.,1,0.6440868377685547,2142914,2142916,@AmazonHelp They were supposed to be here Monday.,@630049 Oh no! Will you tell us what's the most recent tracking updates shown here: https://t.co/Y5jpI9gRhE. ^LH
168,2609240,DELIVERY_DELAY,"@706738 @120540 Allora non sono l'unico a cui capitano. A gennaio non rinnoverò Prime, negli ultimi mesi 5 spedizioni con ritardi. Che senso ha pagare pure un abbonamento se poi non funziona il servizio? p.s. tra l'altro a me capitato sempre con il loro corriere interno (Amazon Logistics) 😑",1,0.6868270039558411,2609233,2609235,"@AmazonHelp si, sempre gentili e disponibili. Francamente adesso vado a cercare il prodotto in negozio e se lo trovo rinuncio alla spedizione. Grazie per la vostra consueta gentilezza,e  non son ironico","@706738 Grazie per il riscontro Rudy, se dovessi trovare l'articolo e non desiderassi più ricevere il nostro ordine, comunicalo al nostro Servizio Clienti. Rimaniamo a disposizione! ^MZ"
169,2703132,SUPPORT_COMPLAINT,@AmazonHelp I have tried that gives me call and email no chat?,1,0.9439763426780701,827930,827931,@AmazonHelp I only get email or call in. No online chat?,@317229 In box one select Devices. In the second box select Alexa and Echo Devices then Device Setup. In box three select Chat. ^GM
170,281954,ORDER_CHANGE,@AmazonHelp Terrible experience with cancellation process in amazon. https://t.co/45cQ0rWx07,1,0.8872690200805664,1429197,1429199,"@AmazonHelp It's all good, Amazon! Not canceling! https://t.co/Jjqpf6TEpQ",@451965 That's great! Please let us know if you have any other questions or concerns. We are always here to help! ^AL
171,2830772,ORDER_PRODUCT,@AmazonHelp Yes all the items in my order are fulfilled by Amazon,1,0.8755061626434326,812432,812433,@AmazonHelp All items in the order are fulfilled by amazon.,@313585 Please contact our customer service. We have no insight into your account via twitter. Use this link: https://t.co/ohyvGrpvrY My colleagues are pleased to assist you. ^DS
172,2726815,OTHER,@AmazonHelp How much time to take for diliver,1,0.7171750664710999,472433,472434,@AmazonHelp How much time it will take??,"@227506 We cannot speculate on that. However, please be assured we are working on it. The winners will be announced on our website at the earliest. ^NR"
173,1005105,DELIVERY_DELAY,@AmazonHelp Eagerly waiting for my product. Hope you understand it and will take action as soon as possible,1,0.8347907066345215,844141,844143,@AmazonHelp ...there about this and explain my side.,@320694 I'd like for my team to look into this. Please send us details here: https://t.co/VGWpAaTucg ^AB
174,280626,DELIVERY_FAILURE,@AmazonHelp Ahí dice q en mi caso contacte con el transportista que es lo q ya he hecho desde hace una semana con pésima atención de @130709 https://t.co/XpUsxsaGFS,1,0.8422789573669434,2803283,2803284,@AmazonHelp @116875 Con el transportista como tal no puedo comunicarme porque me dicen que no es posible contactarme directamente con ellos.,"@781958 En caso de no recibirlo el día mañana, por favor haznos saber. Estaremos al tanto. ^JQ"
175,2664066,PAYMENT,@AmazonHelp Der Link wurde mir schon ein paar mal geschickt. Er beantwortet aber nicht meine Frage: Warum darf ich nicht mehr per Bankeinzug zahlen? Ich werde mir keine Amazon Kreditkarte kaufen! Ich kaufe garnichts mehr bei Amazon! Saftladen! (Aber danke für deinen Willen zu helfen),1,0.7008389830589294,2320735,2320736,"@AmazonHelp Ich wär bei dem Fazit nicht sicher. Nach knapp 20 Jahren Amazon-Account war das der erste Werbebrief, da darf ich doch irritiert sein 😉",@672572 Geben wir gerne als feedback weiter 👍 ^MI
176,2790466,DELIVERY_FAILURE,"@115830 book arrived today with fingerprints smeared in, what I hope is... glue? But could something much worse. Cannot be given as Christmas present 🤢",1,0.6431795358657837,2124862,2124861,Wow! @115830 this packaging job is atrocious. I don’t order books for them to arrive damaged 😡 https://t.co/sJNSq2qqM8,@245491 I'm sorry for the trouble! You can give us a call for packaging feedback/options for your item: https://t.co/JzP7hlA23B ^TG
177,850142,OTHER,@AmazonHelp Non pas encore.,1,1.0,629519,629518,@AmazonHelp Non pas encore.,@269132 Merci de nous joindre via https://t.co/hgIrz98cdI afin de vous apporter l'assistance nécessair à ce sujet ^KD
178,2255230,ORDER_PRODUCT,"@115821 I'm trying to checkout with @1384 and it says ""no delivery times available."" Is there something going on in CLT? I've had several successful deliveries in the past...",1,0.7316943407058716,2793140,2793139,Once again @115821 can't deliver on time,"@479289 This isn't the experience we strive for Steve, truly sorry for any inconvenience! Have we missed the expected delivery date listed here: https://t.co/aaDyEz1VgE ? What does the tracking display? Please, let us know. ^JE"
179,2524372,DELIVERY_FAILURE,"Hey @115821, your “shipping partner” @2150 is awful. Failed 1-day delivery, pkg “misrouted” on 2nd day after being told by customer service that driver was en route to my home. I will be sure to cancel any future order that shows to be handled by @2150. Unacceptable.",1,0.7512052059173584,2803319,2803316,"@115821  needs to get out of the delivery business. Your so-called ""Logistics"" is the ABSOLUTE WORST. Your drivers are always late and frequently lie, stating that items have been delivered when they have not. #FixIt","@781966 I'm so sorry for the frustration, Ben! This is not the experience we want for our customers. I'd like for a specialist to look into this further. Please tell us more here: https://t.co/UlBqVi1YsU ^HM"
180,2826407,OTHER,@AmazonHelp Va bene :),1,0.8986061811447144,1258954,1258955,@AmazonHelp Va bene grazie!,"@414990 Figurati, rimaniamo a disposizione! Buona giornata! ^MZ"
181,2472509,DELIVERY_DELAY,@115850 @AmazonHelp @115821 pathetic service ever. The package that was supposed be delivered last Friday hasn’t reached yet.,1,0.882512629032135,379381,379385,@AmazonHelp @115850 super service! I received my package just now! Thanks ..you guys are the best!,@206020 I'm glad that the packages is delivered now. Thanks for your wonderful comments. Such post motivates us to do even better. ^MM
182,2690663,DELIVERY_FAILURE,@115821 I love it when I my package is in my area then the driver parks outside my house sorts threw packages then drives off and customer service is useless @AmazonHelp,1,0.8445371389389038,1761340,1761338,"@115821 Love your product selection, prices, speedy delivery. Hate that driver leaves packages at street then states ""handed to resident""","@127382 Understandable, Karen. I'm sorry about that. To confirm, who was the carrier? Info here: https://t.co/Y5jpI9gRhE ^BL"
183,795721,DELIVERY_FAILURE,@115850 I have not rescheduled my delivery. I have called them 3 times asking where the order is. They are trying to cheat your system https://t.co/ehRFAcmhrB,1,0.8564658164978027,2875086,2875084,"@115850 My delivery for a product is rescheduled unilaterally, without prior information by Amazon and their delivery partner and then I received an email informing I have done so from my end! Not expected out of Amazon and this is not the first instance of this!","@798164 I'm sorry for the trouble caused over this delivery. Let us set this right, please connect with our support team here: https://t.co/2t6DQoUmNZ for further assistance on it. ^RW"
184,1180560,DELIVERY_FAILURE,@115821 What's the deal with your shipping department?  Are you instructing them to destroy orders so Prime members like myself will cancel?,1,0.7998610734939575,1050456,1050454,@115830 @122232 going to cancel my prime account continually let down by DPD who never deliver my parcels on the day their supposed too. Shocking service,@368252 What happened? ^AT
185,729221,OTHER,@AmazonHelp hello mon compte est inaccessible !  merci de me contacter en MP pour vous donner mon login. merci,1,0.7715439796447754,77446,77448,"@AmazonHelp Bonjour,
J'ai contacté votre support par Chat, c'est visiblement réglé.

Je vous remercie !",@133252 Ravi d'apprendre cela. En cas de besoin notre SAV et nous sommes à votre disposition.
186,1786560,DELIVERY_FAILURE,"So @3375 either delivered to the WRONG address, or lied &amp; marked it delivered 5 minutes before @115821’s guaranteed time. #ontrac",1,0.7129714488983154,409362,409361,"@115830 First they lied and said my address was invalid, then rescheduled delivery for tomorrow but lied and said it has been delivered tonight",@212601 So sorry about this! We'd like to look into this further with you. Please reach out to us here: https://t.co/JzP7hlA23B ^VB
187,738378,DELIVERY_DELAY,@115830 Ordered Philips Epilator more than a week ago and the delivery date was maximum by 10/10. Still waiting. Shitty response by site.,1,0.7082295417785645,911186,911185,"@115850 @AmazonHelp Hey guys, My product has not delivered to me as they have mentioned the Expected date on 20th Oct.",@336418 Apologies for the delay. Please report this to our support team here: https://t.co/vlvfJr4nN9. They'll assist you with this. ^ST
188,446780,DELIVERY_FAILURE,"@116875 oigan como que alguien por ahí agarró mi envío de servilleta, que onda? https://t.co/BWyi2YaWE6",1,0.7613293528556824,1386530,1386529,Hola @116875 ¿Alguien me puede ayudar?,"@442628 Hola, Ndoniu. Sin compartir información personal o de tu cuenta, dime, ¿cómo puedo ayudarte? ^CR"
189,2913233,DELIVERY_DELAY,"Hey @120533 , c'est normal que mes commandes amazon prime expédiées via @77516, n'arrivent jamais ?",1,0.7860565185546875,2628885,2628881,"@120533 @117795 🤬
Amazon prime = service en carton, comme ceux qu'on ne voit jamais parce que les commandes ont toujours du retard de plusieurs jours !! Etre débité sans être livré depuis quand c'est normal ?! 🤬","@742468 Bonjour, avez-vous un souci avec une commande en cours ? ^MA"
190,30026,DIGITAL_CONTENT,"@AmazonHelp bom dia! Agora que o serviço do prime vídeo pode ser pago em Reais, fica a dúvida: os outros canais extras do prime também?",1,0.7457273006439209,1180553,1180551,"Hola @AmazonHELP si ya cuentas con Amazon Prime. 
¿Prime Video está pagado o es un servicio aparte?",@397665 Puedes encontrar más detalles en el siguiente enlace: https://t.co/x8qrKAJqXR (2/2) ^HC
191,67567,DELIVERY_TRACKING,@AmazonHelp Shows as ‘on its way’ and only having left carrier depot at 9.40pm this evening. Delivery is by Amazon Logistics. App still shows the delivery date as today but when I go through the support section of the app it tells me scheduled delivery is tomorrow (30th),1,0.8533469438552856,2760898,2760900,@AmazonHelp The app said it was supposed to be delivered by 8pm today. Now it shows delivered and it's not here. This happens a lot these days.,"@772487 Really, Crystal?! I'm so sorry about that. Was your order suppose to arrive today, you can confirm here: https://t.co/Y5jpI9gRhE? Who is the carrier? ^SY"
192,737158,OTHER,@AmazonHelp I'm not able to access this link,1,0.9422997832298279,142857,142859,@AmazonHelp Not able to access the link can you DM me a number.,"@148248 I've enabled DMing for your profile, please DM us first so we can provide the contact info. ^MJ https://t.co/1XyLaGkcaN"
193,656158,DELIVERY_TRACKING,"So tell me @115830, how can my parcel be in the wrong place and the right place at the same time? I pay for prime membership and you can't even send it to the right place.",1,0.7259020209312439,2616409,2616408,@115830 How can you guys fail 3 times to deliver my stuff when I ordered hundreds in the past and got them for the same address? Shame. Cancelling my prime too!,"@739523 I'm so terribly sorry for the inconvenience! We'd like to take a closer look into what's going on. At your earliest convenience, please reach us directly here: https://t.co/JzP7hlA23B ^NC"
194,2137909,OTHER,"@AmazonHelp Vor einer halben Stunde kam die Benachrichtigung, dass die Sendung um 1456h im Shop angekommen ist. #fail",1,0.6493561267852783,2727990,2727993,"@AmazonHelp Nein, aber bei Euch steht auch, dass ich mich an @124285 wenden soll, die immer an den Absender verweisen. Apropos: bei beiden Fällen KEINE Benachrichtigung 😠 https://t.co/fr2vAdz7Vf","@184339 Wenn du die Kollegen über den Link oben kontaktierst, schauen sie was da los ist und nehmen, wenn nötig, auch den Kontakt zu DHL für dich auf :) Liebe Grüße ^AN"
195,1145926,OTHER,"@AmazonHelp No luckily, but who knows with the state it was them!",1,0.7280205488204956,2578548,2578546,@AmazonHelp They did not.,"@731040 Typically, late packages arrive the next business day. If it's not received tomorrow, please give us a call or chat to look into options: https://t.co/hApLpMlfHN ^KB"
196,1774583,SUPPORT_COMPLAINT,"@AmazonHelp I just tried this, nobody called me  or helped me",1,0.9333405494689941,2384352,2384354,@AmazonHelp I've tried that. Nobody is helping.,@687257 Have you tried getting in touch via phone or live chat? ^BM
197,2954320,DELIVERY_DELAY,@AmazonHelp I ordered a package. It got “rescheduled” at 1:31pm. Suppose to be here by 8pm.,1,0.8522043228149414,2980883,2980881,@AmazonHelp My order got rescheduled from yesterday to today by 8 PM. It’s almost 9 pm and I still haven’t received it.,@822167 I'm sorry your order has not arrived. We are happy to help with this issue. Please let us know first who the carrier is for your package. You can find your carrier information here:  https://t.co/Y5jpI9gRhE ^BT
198,2586299,SUPPORT_COMPLAINT,@AmazonHelp Said they'd sent me Chronicle when available and issue a refund. This is 2nd time this month and happens frequently. No one in support has a clue how to resolve or explain the problem. Was told once to call the Chronicle. I pay Amazon so I expect you to resolve issue not me.,1,0.7038708925247192,126085,126086,"@AmazonHelp I can't possibly reply to the rubbish below! I have checked the details and and see this issue is already escalated and the team is investigating on this.

Please allow us 2-3 business days to get back to you.

Please be assured the issue will be resolved.","@144294 We didn't expect this to take longer than expected. As we'll not be able to view your order details on social platform, kindly revert to the correspondence you've received from us and we'll connect with you. ^YP"
199,514639,DELIVERY_DELAY,"""arriving today by 8pm"" my ass amazon its 6 30 and ive YET to see my package",1,0.7808506488800049,1771835,1771834,Tell me why amazon said my package would be here at 8pm today and said it was out for delivery YET ITS NOT HERE ?!,@532571 I'm sorry you haven't received your order. What's the current order status? You can check here: https://t.co/Y5jpI9gRhE ^FJ
